CO_IES;CO_CATEGAD;CO_ORGACAD;CURSO;CO_MODALIDADE;CO_UF_CURSO;REGIAO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_FG_D2;NT_FG_D2_PT;NT_FG_D2_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;NT_CE_D2;NT_CE_D3;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I01;QE_I02;QE_I03;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
2;1;10028;Fisica;1;DF;CO;22;M;2012.0;2013.0;3.0;42.0;37.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5;42.9;46.7;30.0;35.0;75.0;B;B;C;B;B;C;E;D;B;A;D;A;E;F;B;D;F;B;A;A;A;A;B;A;53.0;B;A;A;A;A;B;C;E;E;C;5.0;4.0;6.0;5.0;7.0;7.0;6.0;8.0;7.0;5.0;4.0;4.0;4.0;3.0;5.0;6.0;6.0;4.0;4.0;4.0;4.0;2.0;5.0;8.0;4.0;7.0;4.0;5.0;6.0;6.0;6.0;2.0;7.0;4.0;5.0;4.0;5.0;4.0;7.0;7.0;3.0;7.0
2;1;10028;Fisica;1;DF;CO;21;M;2013.0;2014.0;3.0;48.3;81.1;87.5;71.5;68.0;80.0;65.0;75.0;75.0;75.0;37.4;38.1;33.3;0.0;65.0;35.0;C;C;A;C;A;D;A;D;C;A;A;A;E;D;B;F;C;C;B;A;A;A;A;A;53.0;A;A;A;B;A;C;E;C;H;A;6.0;2.0;4.0;6.0;2.0;3.0;6.0;2.0;6.0;6.0;2.0;4.0;6.0;1.0;4.0;6.0;4.0;6.0;2.0;2.0;5.0;4.0;8.0;8.0;8.0;2.0;2.0;2.0;5.0;6.0;6.0;3.0;6.0;2.0;5.0;4.0;4.0;3.0;1.0;1.0;2.0;3.0
2;1;10028;Fisica;1;DF;CO;22;M;2013.0;2014.0;3.0;61.8;76.6;75.0;79.0;87.0;75.0;90.0;71.0;75.0;70.0;56.9;61.9;28.3;20.0;0.0;65.0;C;C;A;B;B;C;B;D;E;A;A;A;F;F;B;C;F;B;A;A;A;B;A;A;53.0;B;A;B;C;A;C;E;A;E;F;3.0;5.0;2.0;4.0;2.0;5.0;5.0;8.0;5.0;6.0;4.0;2.0;6.0;4.0;6.0;6.0;5.0;6.0;2.0;6.0;5.0;3.0;2.0;8.0;5.0;1.0;5.0;7.0;5.0;6.0;5.0;4.0;2.0;4.0;5.0;4.0;1.0;4.0;7.0;8.0;4.0;2.0
2;1;10028;Fisica;1;DF;CO;32;M;2010.0;2014.0;3.0;25.1;37.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;23.8;5.0;0.0;15.0;0.0;C;C;B;A;C;C;B;D;C;C;F;A;D;D;B;C;E;B;B;A;A;A;A;D;53.0;A;D;A;G;A;E;E;A;H;A;5.0;5.0;4.0;1.0;2.0;5.0;5.0;6.0;1.0;5.0;2.0;2.0;5.0;1.0;5.0;6.0;3.0;5.0;4.0;4.0;5.0;3.0;5.0;7.0;8.0;1.0;1.0;1.0;1.0;4.0;4.0;1.0;6.0;3.0;3.0;2.0;2.0;5.0;3.0;1.0;1.0;3.0
2;1;10028;Fisica;1;DF;CO;22;M;2012.0;2014.0;3.0;38.3;63.7;62.5;65.5;61.0;65.0;60.0;70.0;70.0;70.0;29.8;28.6;36.7;40.0;35.0;35.0;B;C;A;B;B;B;C;D;E;A;B;A;C;B;B;D;D;B;A;A;A;A;A;A;53.0;A;A;B;A;A;D;E;A;E;F;4.0;6.0;6.0;6.0;8.0;6.0;5.0;4.0;8.0;6.0;2.0;6.0;5.0;5.0;5.0;6.0;6.0;6.0;4.0;7.0;6.0;5.0;6.0;8.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;5.0;7.0;2.0;6.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0
2;1;10028;Fisica;1;DF;CO;21;F;2013.0;2014.0;3.0;54.0;74.9;87.5;56.0;60.0;60.0;60.0;52.0;80.0;45.0;47.0;47.6;43.3;40.0;45.0;45.0;A;C;C;A;C;C;D;D;C;A;F;A;F;E;B;C;F;B;B;A;A;B;A;A;53.0;B;A;D;G;A;C;E;C;E;C;1.0;1.0;1.0;1.0;8.0;3.0;2.0;8.0;3.0;5.0;1.0;7.0;5.0;7.0;6.0;6.0;5.0;6.0;4.0;7.0;8.0;8.0;7.0;8.0;8.0;1.0;1.0;4.0;3.0;7.0;7.0;3.0;4.0;3.0;2.0;2.0;2.0;5.0;7.0;8.0;5.0;4.0
2;1;10028;Fisica;1;DF;CO;24;M;2011.0;2014.0;3.0;44.7;57.2;50.0;68.0;74.0;50.0;80.0;62.0;30.0;70.0;40.5;42.9;26.7;10.0;70.0;0.0;B;B;A;B;B;B;D;D;C;A;A;A;E;E;B;D;F;B;A;A;A;A;A;A;53.0;B;A;A;B;A;B;E;A;H;C;7.0;6.0;7.0;4.0;1.0;6.0;6.0;6.0;5.0;6.0;2.0;2.0;2.0;2.0;4.0;6.0;4.0;6.0;6.0;3.0;6.0;6.0;6.0;8.0;4.0;1.0;1.0;3.0;4.0;5.0;5.0;4.0;2.0;1.0;3.0;4.0;4.0;7.0;7.0;2.0;1.0;5.0
586;1;10028;Fisica;1;RJ;SE;35;F;2000.0;2013.0;3.0;52.1;52.8;50.0;57.0;47.0;75.0;40.0;67.0;55.0;70.0;51.8;57.1;21.7;20.0;45.0;0.0;C;C;C;B;B;C;C;A;D;C;A;A;B;C;A;A;B;E;D;A;A;A;A;D;31.0;A;A;A;B;B;B;B;E;H;F;3.0;5.0;6.0;4.0;3.0;4.0;5.0;5.0;4.0;4.0;4.0;3.0;5.0;1.0;6.0;4.0;2.0;2.0;1.0;1.0;4.0;4.0;3.0;2.0;1.0;8.0;3.0;8.0;3.0;6.0;6.0;6.0;4.0;3.0;3.0;4.0;4.0;3.0;7.0;1.0;7.0;3.0
586;1;10028;Fisica;1;RJ;SE;22;F;2012.0;2013.0;3.0;37.9;30.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.5;47.6;0.0;0.0;0.0;0.0;C;D;C;B;B;D;D;C;D;A;A;A;D;E;B;C;C;B;A;A;A;B;E;A;33.0;B;A;B;A;A;C;E;E;E;I;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;4.0;6.0;5.0;5.0;5.0;4.0;4.0;6.0;6.0;6.0;5.0;5.0;4.0;6.0;6.0;5.0;4.0;5.0;6.0;7.0;6.0;4.0;4.0
586;1;10028;Fisica;1;RJ;SE;26;M;2011.0;2014.0;3.0;60.0;82.5;87.5;75.0;79.0;75.0;80.0;71.0;75.0;70.0;52.5;52.4;53.3;20.0;60.0;80.0;C;C;A;B;B;C;D;D;D;A;A;A;E;D;A;A;C;C;A;A;A;B;A;A;33.0;B;A;B;A;A;B;E;E;H;A;5.0;5.0;4.0;4.0;6.0;4.0;5.0;5.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;8.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0;3.0;4.0;5.0;4.0
586;1;10028;Fisica;1;RJ;SE;23;M;2011.0;2013.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;.;.;.;.;.;.;.;.;.;E;F;A;A;A;B;A;A;A;A;G;A;D;A;A;33.0;D;D;A;G;B;A;C;C;C;E;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
586;1;10028;Fisica;1;RJ;SE;28;M;2006.0;2014.0;3.0;40.9;71.3;62.5;84.5;76.0;60.0;80.0;93.0;65.0;100.0;30.7;23.8;70.0;90.0;55.0;65.0;C;C;B;B;B;C;B;C;E;A;D;A;D;B;D;D;A;A;A;A;D;C;A;A;11.0;B;A;B;K;B;C;D;A;C;A;6.0;5.0;4.0;4.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;4.0;5.0;3.0;5.0;6.0;6.0;6.0;5.0;3.0;5.0;5.0;5.0;6.0;6.0;3.0;5.0;3.0;5.0;3.0;4.0;5.0;4.0;5.0;3.0;5.0;5.0;6.0;4.0;3.0;3.0;5.0
586;1;10028;Fisica;1;RJ;SE;24;F;2011.0;2013.0;3.0;33.8;22.5;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;42.9;6.7;20.0;0.0;0.0;D;C;B;B;B;C;B;D;B;A;A;A;B;C;D;B;A;A;A;A;A;F;E;A;13.0;D;A;D;G;B;B;D;C;E;A;5.0;6.0;5.0;4.0;5.0;6.0;6.0;5.0;6.0;6.0;4.0;4.0;5.0;6.0;6.0;6.0;7.0;6.0;5.0;7.0;5.0;4.0;5.0;8.0;3.0;6.0;6.0;6.0;4.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;5.0;6.0;6.0
586;1;10028;Fisica;1;RJ;SE;23;M;2011.0;2012.0;3.0;25.2;45.5;62.5;20.0;40.0;80.0;30.0;0.0;65.0;0.0;18.4;19.0;15.0;0.0;30.0;15.0;A;A;A;A;A;A;A;A;A;A;B;A;E;F;B;E;F;C;C;G;A;B;A;A;33.0;B;A;B;A;A;B;E;A;E;F;5.0;6.0;5.0;4.0;6.0;6.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;4.0;4.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0;5.0;6.0;5.0;6.0;6.0;4.0
586;1;10028;Fisica;1;RJ;SE;25;M;2010.0;2011.0;3.0;45.3;81.9;87.5;73.5;76.0;60.0;80.0;71.0;55.0;75.0;33.1;33.3;31.7;20.0;40.0;35.0;B;C;*;C;B;.;.;.;.;A;F;A;E;D;B;D;E;B;B;A;A;B;A;D;33.0;A;B;B;D;A;B;E;E;H;A;5.0;6.0;6.0;4.0;5.0;6.0;6.0;5.0;2.0;6.0;6.0;5.0;5.0;2.0;2.0;6.0;2.0;5.0;5.0;2.0;5.0;4.0;6.0;6.0;6.0;1.0;1.0;2.0;4.0;5.0;6.0;5.0;4.0;6.0;4.0;5.0;5.0;5.0;5.0;5.0;4.0;1.0
583;1;10028;Fisica;1;CE;NE;28;M;2012.0;2013.0;4.0;42.1;73.4;75.0;71.0;73.0;65.0;75.0;69.0;65.0;70.0;31.7;35.0;13.3;0.0;0.0;40.0;C;D;C;B;B;C;D;C;C;A;D;A;D;D;D;A;A;C;D;A;A;F;A;A;23.0;B;A;B;C;A;A;B;C;G;F;3.0;2.0;2.0;3.0;5.0;1.0;4.0;3.0;5.0;3.0;1.0;4.0;4.0;1.0;4.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;3.0;4.0;5.0;2.0;1.0;4.0;4.0;4.0;6.0;5.0;3.0;3.0;5.0;4.0;3.0;5.0;6.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2011.0;4.0;56.4;68.2;75.0;58.0;45.0;65.0;40.0;71.0;75.0;70.0;52.5;55.0;38.3;10.0;65.0;40.0;D;C;C;C;B;C;C;D;C;B;F;A;D;D;B;D;D;C;B;A;A;B;B;A;23.0;B;A;B;G;A;B;B;D;E;F;5.0;6.0;6.0;4.0;2.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;3.0;6.0;4.0;6.0;6.0;6.0;3.0;6.0;5.0;6.0;4.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;7.0;8.0;4.0;4.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2013.0;4.0;31.3;23.1;12.5;39.0;78.0;70.0;80.0;0.0;0.0;0.0;34.0;40.0;0.0;0.0;0.0;0.0;D;E;B;A;A;B;E;D;B;A;A;A;C;D;B;E;B;B;B;A;A;F;A;A;23.0;D;A;A;A;A;B;B;A;A;A;4.0;6.0;4.0;4.0;4.0;6.0;4.0;5.0;4.0;4.0;4.0;4.0;6.0;4.0;4.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0
583;1;10028;Fisica;1;CE;NE;35;M;2002.0;2009.0;4.0;40.4;79.0;75.0;85.0;77.0;65.0;80.0;93.0;65.0;100.0;27.5;30.0;13.3;0.0;0.0;40.0;D;D;C;D;C;C;C;C;C;B;D;A;B;C;C;H;D;F;E;A;A;F;A;A;23.0;A;A;B;C;A;C;C;E;H;F;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;6.0;6.0;4.0;8.0;5.0;4.0;6.0;4.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;4.0;6.0
583;1;10028;Fisica;1;CE;NE;23;M;2011.0;2016.0;4.0;67.6;81.4;75.0;91.0;82.0;90.0;80.0;100.0;100.0;100.0;63.0;70.0;23.3;30.0;0.0;40.0;C;D;C;A;B;C;B;D;D;A;F;A;B;E;B;D;A;B;A;A;A;F;A;A;23.0;B;A;B;G;A;B;B;E;E;A;5.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;5.0;6.0;6.0;6.0;4.0;4.0;5.0;5.0;6.0;6.0;6.0;6.0;3.0;6.0;4.0;3.0;5.0;4.0;4.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0
583;1;10028;Fisica;1;CE;NE;42;M;1994.0;2012.0;4.0;76.8;68.7;62.5;78.0;65.0;65.0;65.0;91.0;55.0;100.0;79.5;85.0;48.3;50.0;85.0;10.0;B;C;C;B;B;B;E;D;D;B;D;A;C;C;C;B;D;F;E;A;A;A;A;A;23.0;A;B;B;A;A;B;C;D;E;F;4.0;8.0;1.0;1.0;3.0;6.0;5.0;3.0;4.0;5.0;5.0;4.0;6.0;3.0;7.0;6.0;6.0;6.0;4.0;7.0;4.0;2.0;6.0;4.0;6.0;7.0;7.0;6.0;5.0;5.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;4.0;4.0;7.0
583;1;10028;Fisica;1;CE;NE;24;M;2009.0;2011.0;4.0;62.7;70.9;62.5;83.5;74.0;70.0;75.0;93.0;65.0;100.0;60.0;65.0;31.7;0.0;35.0;60.0;C;C;C;B;B;C;A;D;C;A;D;A;C;C;B;E;A;C;A;A;A;D;B;A;23.0;B;A;C;G;A;B;B;E;E;F;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;6.0;4.0;5.0;5.0;5.0;4.0;6.0;2.0;5.0;6.0;6.0;4.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;4.0;5.0;6.0;6.0
583;1;10028;Fisica;1;CE;NE;23;F;2011.0;2012.0;4.0;41.0;62.0;50.0;80.0;65.0;85.0;60.0;95.0;75.0;100.0;34.0;40.0;0.0;0.0;0.0;0.0;C;C;A;B;A;C;D;D;E;A;D;A;C;E;D;A;A;B;A;A;A;B;A;A;23.0;B;A;B;K;A;C;D;D;H;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;4.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;4.0;4.0;5.0;6.0;4.0;6.0;6.0;5.0;7.0;6.0;6.0;5.0
583;1;10028;Fisica;1;CE;NE;36;M;2001.0;2015.0;4.0;37.0;44.5;62.5;17.5;35.0;55.0;30.0;0.0;0.0;0.0;34.5;40.0;3.3;10.0;0.0;0.0;C;C;C;E;C;C;D;C;E;A;D;A;D;D;C;C;A;C;A;A;A;D;A;A;23.0;D;D;B;C;B;B;C;E;H;F;2.0;3.0;4.0;2.0;6.0;6.0;2.0;4.0;1.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;1.0;1.0;2.0;7.0;6.0;4.0;5.0;6.0;6.0;4.0;4.0;6.0;6.0;7.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;7.0;7.0;6.0
583;1;10028;Fisica;1;CE;NE;26;M;2009.0;2010.0;4.0;24.0;54.7;37.5;80.5;66.0;70.0;65.0;95.0;75.0;100.0;13.8;15.0;6.7;20.0;0.0;0.0;C;D;C;B;B;C;A;D;D;A;D;A;B;D;B;F;B;B;B;A;B;B;A;D;23.0;A;A;B;C;B;B;B;E;A;A;5.0;4.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;7.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;5.0;4.0;5.0;5.0;4.0;5.0;6.0;4.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;4.0;5.0;8.0;4.0
583;1;10028;Fisica;1;CE;NE;26;M;2009.0;2014.0;4.0;43.8;22.7;12.5;38.0;54.0;70.0;50.0;22.0;30.0;20.0;50.8;50.0;55.0;60.0;45.0;60.0;D;C;B;D;B;D;*;D;B;A;A;A;F;D;B;C;C;C;B;A;A;D;A;A;23.0;E;A;B;A;A;E;E;E;E;I;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2016.0;4.0;64.9;86.1;87.5;84.0;75.0;75.0;75.0;93.0;65.0;100.0;57.8;65.0;16.7;50.0;0.0;0.0;C;C;A;D;D;C;B;D;E;A;B;A;C;B;B;D;A;C;A;A;A;F;A;A;23.0;B;A;B;C;A;B;D;A;E;A;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
583;1;10028;Fisica;1;CE;NE;28;M;2006.0;2015.0;4.0;19.0;37.5;12.5;75.0;75.0;55.0;80.0;75.0;75.0;75.0;12.8;15.0;0.0;0.0;0.0;0.0;A;A;D;B;B;C;B;D;B;A;D;A;B;C;E;A;A;A;A;A;A;D;A;A;23.0;D;A;F;B;A;B;B;D;G;A;4.0;5.0;4.0;5.0;4.0;3.0;4.0;3.0;3.0;5.0;2.0;3.0;4.0;4.0;6.0;6.0;6.0;4.0;5.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
583;1;10028;Fisica;1;CE;NE;21;M;2014.0;2014.0;4.0;48.8;56.4;50.0;66.0;57.0;65.0;55.0;75.0;75.0;75.0;46.2;45.0;53.3;30.0;60.0;70.0;C;C;A;B;B;C;B;E;E;A;D;A;A;A;B;E;A;A;A;A;C;D;A;E;23.0;A;B;B;C;B;C;E;E;E;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;1.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
583;1;10028;Fisica;1;CE;NE;34;F;2000.0;2016.0;4.0;46.2;56.5;62.5;47.5;0.0;0.0;0.0;95.0;75.0;100.0;42.8;45.0;30.0;0.0;30.0;60.0;C;D;A;.;.;.;.;.;.;A;D;A;A;C;A;A;A;A;B;A;A;C;A;C;23.0;A;A;A;G;B;B;D;D;H;F;5.0;5.0;5.0;6.0;5.0;4.0;6.0;6.0;5.0;6.0;4.0;5.0;5.0;7.0;6.0;6.0;6.0;6.0;5.0;7.0;5.0;5.0;5.0;5.0;8.0;5.0;5.0;6.0;5.0;5.0;6.0;5.0;7.0;6.0;6.0;5.0;5.0;6.0;7.0;5.0;6.0;4.0
583;1;10028;Fisica;1;CE;NE;31;F;2006.0;2015.0;4.0;24.2;7.5;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.8;35.0;0.0;0.0;0.0;0.0;D;C;B;C;B;D;A;C;A;A;F;A;C;B;B;E;A;A;A;A;A;B;A;A;23.0;A;A;A;A;B;A;A;E;H;I;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;7.0;3.0;7.0;4.0;3.0;1.0;5.0;5.0;4.0;4.0;1.0;7.0;7.0;2.0;8.0;8.0;1.0;1.0;4.0;7.0;5.0;3.0;6.0;7.0;6.0;6.0;5.0;5.0;5.0;7.0;7.0;4.0;5.0
583;1;10028;Fisica;1;CE;NE;25;F;2011.0;2015.0;4.0;20.3;30.2;25.0;38.0;76.0;80.0;75.0;0.0;0.0;0.0;17.0;20.0;0.0;0.0;0.0;0.0;B;B;D;B;B;B;E;D;B;A;D;A;B;C;B;D;A;C;B;A;A;F;A;F;23.0;A;A;D;C;B;C;C;A;H;C;4.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0;7.0;7.0;6.0;4.0;5.0;5.0;7.0;7.0;7.0;6.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2011.0;4.0;48.0;66.8;75.0;54.5;34.0;50.0;30.0;75.0;75.0;75.0;41.7;45.0;23.3;30.0;0.0;40.0;C;C;B;C;B;B;E;E;D;B;D;A;C;D;C;C;A;D;E;A;A;F;A;A;23.0;B;A;B;C;B;A;A;E;G;A;2.0;4.0;5.0;1.0;3.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;5.0;3.0;2.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;1.0;6.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;6.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0
583;1;10028;Fisica;1;CE;NE;27;M;2007.0;2008.0;4.0;39.1;59.3;62.5;54.5;56.0;80.0;50.0;53.0;65.0;50.0;32.3;30.0;45.0;60.0;15.0;60.0;C;C;C;B;B;C;D;D;C;A;D;A;E;D;B;B;B;C;C;A;A;F;A;A;23.0;B;A;B;C;A;D;B;E;A;A;5.0;6.0;5.0;4.0;5.0;5.0;5.0;5.0;6.0;5.0;4.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;6.0;5.0;1.0;1.0;5.0;5.0;4.0;6.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;4.0;5.0;3.0;5.0
583;1;10028;Fisica;1;CE;NE;23;M;2011.0;2016.0;4.0;51.5;63.4;75.0;46.0;34.0;70.0;25.0;58.0;90.0;50.0;47.5;50.0;33.3;40.0;60.0;0.0;C;C;B;A;B;B;E;E;D;A;A;A;D;D;B;B;B;C;C;A;A;B;A;A;23.0;B;A;B;C;B;B;C;D;E;I;4.0;6.0;4.0;6.0;6.0;6.0;6.0;5.0;3.0;6.0;4.0;5.0;6.0;5.0;2.0;5.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;2.0;7.0;6.0;6.0;4.0;2.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;1.0;6.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2016.0;4.0;21.5;69.5;62.5;80.0;87.0;75.0;90.0;73.0;65.0;75.0;5.5;5.0;8.3;10.0;15.0;0.0;C;D;C;B;B;C;D;D;C;A;A;A;E;C;B;E;C;B;A;A;A;B;A;A;23.0;B;A;B;C;A;B;E;D;H;A;1.0;5.0;1.0;3.0;5.0;6.0;6.0;4.0;4.0;6.0;2.0;2.0;6.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;3.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;1.0;1.0;2.0
583;1;10028;Fisica;1;CE;NE;24;M;2010.0;2014.0;4.0;46.1;46.5;37.5;60.0;52.0;60.0;50.0;68.0;60.0;70.0;46.0;50.0;23.3;0.0;70.0;0.0;B;D;C;C;B;B;B;C;D;A;D;A;B;B;B;D;B;E;D;A;C;F;A;C;23.0;A;A;D;H;A;C;C;E;E;A;6.0;6.0;2.0;2.0;2.0;2.0;4.0;4.0;4.0;5.0;6.0;4.0;6.0;2.0;6.0;6.0;3.0;2.0;2.0;2.0;6.0;2.0;6.0;6.0;5.0;3.0;3.0;6.0;6.0;5.0;6.0;6.0;6.0;2.0;5.0;6.0;6.0;6.0;4.0;3.0;3.0;6.0
583;1;10028;Fisica;1;CE;NE;26;M;2008.0;2016.0;4.0;45.2;30.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.2;55.0;23.3;30.0;0.0;40.0;C;C;B;C;A;C;C;D;C;A;F;A;F;D;B;G;F;C;C;A;A;F;A;A;23.0;B;A;B;C;A;C;C;C;H;F;6.0;6.0;6.0;4.0;1.0;1.0;6.0;3.0;5.0;6.0;6.0;2.0;6.0;1.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;4.0;6.0;6.0;1.0;6.0;6.0;6.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
