CO_IES;CO_CATEGAD;CO_ORGACAD;CURSO;CO_MODALIDADE;CO_UF_CURSO;REGIAO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_FG_D2;NT_FG_D2_PT;NT_FG_D2_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;NT_CE_D2;NT_CE_D3;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I01;QE_I02;QE_I03;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
4925;1;10028;Fisica;1;SP;SE;30;M;2004.0;2008.0;1.0;58.5;74.8;75.0;74.5;56.0;60.0;55.0;93.0;65.0;100.0;53.0;52.4;56.7;60.0;45.0;65.0;C;C;A;B;B;C;C;E;D;A;F;A;D;D;D;A;B;E;E;A;A;A;A;A;35.0;D;B;D;H;A;E;E;E;E;F;4.0;1.0;6.0;6.0;1.0;1.0;5.0;5.0;6.0;6.0;6.0;1.0;6.0;1.0;5.0;6.0;7.0;6.0;4.0;1.0;2.0;3.0;5.0;8.0;6.0;1.0;1.0;1.0;5.0;6.0;6.0;5.0;2.0;4.0;3.0;6.0;6.0;5.0;3.0;2.0;1.0;3.0
4925;1;10028;Fisica;1;SP;SE;21;M;2012.0;2013.0;1.0;58.0;70.6;75.0;64.0;55.0;75.0;50.0;73.0;85.0;70.0;53.8;57.1;35.0;30.0;30.0;45.0;C;C;A;D;D;D;E;D;D;A;D;A;D;E;B;D;C;C;A;A;A;A;A;D;35.0;A;A;B;A;A;C;C;A;H;I;5.0;8.0;5.0;5.0;5.0;7.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;6.0;5.0;4.0;7.0;5.0;4.0;6.0;8.0;5.0;7.0;8.0;5.0;5.0;6.0;5.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;7.0;5.0;5.0;4.0
4925;1;10028;Fisica;1;SP;SE;24;M;2011.0;2013.0;1.0;65.7;89.3;87.5;92.0;90.0;90.0;90.0;94.0;70.0;100.0;57.8;57.1;61.7;60.0;45.0;80.0;B;C;B;B;B;B;C;E;D;A;D;A;E;D;B;D;E;C;A;A;A;B;A;A;35.0;B;A;D;G;A;E;C;C;E;A;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;25;M;2009.0;2010.0;1.0;36.9;78.8;75.0;84.5;75.0;55.0;80.0;94.0;70.0;100.0;22.9;19.0;45.0;40.0;50.0;45.0;B;E;B;D;E;D;B;B;E;A;A;A;D;F;B;C;E;B;A;A;F;A;A;F;35.0;B;A;B;B;A;E;C;E;E;C;6.0;6.0;6.0;3.0;6.0;4.0;6.0;6.0;5.0;5.0;6.0;5.0;4.0;4.0;7.0;6.0;7.0;6.0;7.0;7.0;4.0;5.0;6.0;3.0;6.0;7.0;7.0;4.0;7.0;6.0;5.0;6.0;4.0;3.0;5.0;3.0;4.0;7.0;6.0;5.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;22;F;2012.0;2013.0;4.0;64.3;81.3;87.5;72.0;53.0;85.0;45.0;91.0;55.0;100.0;58.6;61.9;40.0;60.0;60.0;0.0;B;C;C;B;A;B;B;D;D;A;A;A;F;F;B;E;F;B;A;A;A;B;B;A;35.0;B;A;B;C;A;B;E;E;E;F;2.0;5.0;5.0;6.0;6.0;4.0;4.0;5.0;2.0;3.0;6.0;6.0;6.0;3.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;6.0;7.0;6.0;6.0;7.0;4.0;6.0;7.0;7.0;1.0;6.0;5.0;6.0;6.0;7.0;7.0;6.0;3.0
4925;1;10028;Fisica;1;SP;SE;26;F;2009.0;2011.0;1.0;38.9;46.0;50.0;40.0;80.0;80.0;80.0;0.0;0.0;0.0;36.5;42.9;0.0;0.0;0.0;0.0;C;D;A;B;B;D;B;D;D;A;A;A;D;D;B;B;B;B;A;A;A;B;A;A;35.0;D;A;B;C;B;B;E;A;A;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;26;M;2008.0;2011.0;1.0;57.6;80.2;75.0;88.0;85.0;65.0;90.0;91.0;55.0;100.0;50.0;52.4;36.7;80.0;30.0;0.0;.;.;.;.;.;.;.;.;.;B;A;A;E;E;C;C;C;B;B;A;A;B;A;A;35.0;B;A;B;C;A;E;C;E;E;I;5.0;3.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;6.0;5.0;5.0;6.0;5.0;5.0;6.0;5.0;5.0;4.0;7.0;4.0;5.0;5.0;7.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;4.0;5.0;5.0;6.0;5.0;5.0;4.0;5.0
4925;1;10028;Fisica;1;SP;SE;22;M;2013.0;2014.0;4.0;53.2;71.3;62.5;84.5;75.0;75.0;75.0;94.0;70.0;100.0;47.2;42.9;71.7;50.0;100.0;65.0;C;D;B;C;C;B;B;D;E;A;A;A;E;E;D;C;E;C;A;A;A;B;A;A;35.0;B;A;B;G;A;C;E;C;E;F;6.0;6.0;6.0;3.0;3.0;5.0;4.0;5.0;6.0;5.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;3.0;5.0;8.0;8.0;5.0;3.0;3.0;4.0;5.0;6.0;6.0;6.0;4.0;6.0;4.0;4.0;6.0;6.0;4.0;3.0;6.0
4925;1;10028;Fisica;1;SP;SE;24;M;2011.0;2013.0;4.0;42.9;73.2;75.0;70.5;70.0;50.0;75.0;71.0;75.0;70.0;32.8;28.6;56.7;60.0;30.0;80.0;C;B;A;B;B;B;D;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4925;1;10028;Fisica;1;SP;SE;33;M;2001.0;2015.0;4.0;56.3;82.7;87.5;75.5;78.0;70.0;80.0;73.0;85.0;70.0;47.5;52.4;20.0;30.0;30.0;0.0;C;C;B;B;B;C;C;C;C;A;D;A;D;D;B;D;C;B;A;A;A;A;A;A;35.0;A;A;B;C;A;C;C;A;E;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;3.0;7.0;6.0;5.0;5.0;5.0;7.0;5.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;25;M;2010.0;2011.0;1.0;47.9;44.6;50.0;36.5;48.0;60.0;45.0;25.0;45.0;20.0;49.0;47.6;56.7;60.0;30.0;80.0;C;D;A;E;D;B;C;C;D;A;A;A;D;E;B;D;C;C;A;A;A;B;A;A;35.0;E;A;B;C;A;E;D;A;H;C;4.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;4.0;5.0;5.0;3.0;3.0;5.0;4.0;5.0;4.0;3.0;4.0;4.0;4.0;8.0;8.0;3.0;4.0;5.0;4.0;5.0;5.0;5.0;3.0;4.0;4.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0
4925;1;10028;Fisica;1;SP;SE;22;M;2012.0;2013.0;4.0;51.0;70.9;62.5;83.5;93.0;65.0;100.0;74.0;70.0;75.0;44.4;38.1;80.0;60.0;100.0;80.0;C;C;C;A;B;B;B;E;D;A;C;A;E;E;B;D;F;C;C;A;A;B;A;A;35.0;B;A;B;G;A;B;E;C;E;F;4.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;4.0;6.0;5.0;6.0;8.0;7.0;3.0;5.0;3.0;5.0;5.0;5.0;4.0;3.0;5.0;5.0;4.0;6.0;6.0;4.0;5.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;22;M;2012.0;2013.0;1.0;54.2;69.0;75.0;60.0;70.0;70.0;70.0;50.0;70.0;45.0;49.3;52.4;31.7;20.0;45.0;30.0;C;C;B;B;B;A;D;D;D;A;A;A;F;D;B;C;D;C;A;H;A;D;A;A;35.0;B;A;B;C;A;C;E;E;E;I;6.0;6.0;3.0;2.0;2.0;4.0;5.0;6.0;6.0;6.0;3.0;4.0;6.0;4.0;1.0;6.0;6.0;6.0;6.0;4.0;4.0;4.0;6.0;8.0;5.0;5.0;5.0;6.0;4.0;5.0;5.0;5.0;6.0;3.0;5.0;4.0;5.0;5.0;1.0;3.0;3.0;6.0
4925;1;10028;Fisica;1;SP;SE;22;F;2012.0;2013.0;1.0;52.3;51.7;62.5;35.5;36.0;80.0;25.0;35.0;75.0;25.0;52.5;52.4;53.3;30.0;85.0;45.0;C;D;C;B;B;C;A;D;D;A;D;A;E;E;B;E;E;C;A;A;A;B;A;E;35.0;A;A;B;G;A;B;E;A;H;F;2.0;4.0;2.0;2.0;2.0;4.0;4.0;3.0;3.0;3.0;2.0;1.0;4.0;2.0;2.0;3.0;7.0;6.0;3.0;7.0;3.0;2.0;1.0;8.0;8.0;7.0;5.0;6.0;5.0;5.0;4.0;5.0;6.0;3.0;5.0;7.0;7.0;4.0;7.0;1.0;2.0;6.0
4925;1;10028;Fisica;1;SP;SE;23;M;2011.0;2013.0;4.0;61.8;82.9;87.5;76.0;85.0;65.0;90.0;67.0;55.0;70.0;54.8;52.4;68.3;40.0;100.0;65.0;B;C;C;B;A;C;B;D;D;A;A;A;D;D;D;A;C;B;A;H;E;B;B;A;35.0;B;A;B;C;B;B;C;A;E;F;6.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0;1.0;5.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;21;F;2013.0;2014.0;4.0;68.0;68.5;62.5;77.5;82.0;90.0;80.0;73.0;65.0;75.0;67.8;76.2;20.0;30.0;15.0;15.0;C;C;C;C;B;C;E;D;D;A;A;A;F;F;B;D;F;B;B;A;A;B;A;A;35.0;B;A;B;C;A;C;E;B;E;F;5.0;3.0;4.0;4.0;3.0;6.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;2.0;2.0;6.0;6.0;6.0;6.0;3.0;6.0;6.0;4.0;8.0;8.0;1.0;1.0;2.0;5.0;5.0;5.0;5.0;3.0;3.0;5.0;4.0;5.0;5.0;6.0;4.0;3.0;5.0
4925;1;10028;Fisica;1;SP;SE;23;F;2011.0;2013.0;4.0;49.0;66.3;62.5;72.0;71.0;75.0;70.0;73.0;65.0;75.0;43.2;42.9;45.0;10.0;45.0;80.0;C;D;D;B;C;C;B;D;E;A;A;A;B;B;B;E;B;B;B;A;E;C;A;C;35.0;A;A;D;G;B;C;E;E;E;F;4.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;5.0;3.0;4.0;6.0;6.0;3.0;7.0;7.0;4.0;4.0;5.0;8.0;8.0;7.0;4.0;4.0;3.0;5.0;5.0;3.0;3.0;3.0;5.0;4.0;4.0;4.0;7.0;5.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;24;M;2011.0;2012.0;4.0;51.0;91.0;100.0;77.5;81.0;85.0;80.0;74.0;90.0;70.0;37.6;38.1;35.0;40.0;30.0;35.0;C;C;B;B;B;B;D;D;D;A;A;A;E;D;B;D;E;C;A;A;A;B;B;A;35.0;B;A;B;A;A;C;D;E;E;F;4.0;6.0;4.0;4.0;4.0;6.0;6.0;3.0;5.0;6.0;4.0;4.0;6.0;3.0;5.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;6.0;8.0;4.0;6.0;2.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;3.0;4.0;5.0
4925;1;10028;Fisica;1;SP;SE;24;M;2011.0;2012.0;4.0;35.5;60.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.3;28.6;20.0;0.0;0.0;60.0;A;C;C;B;A;C;C;D;D;A;A;A;A;B;B;C;A;C;D;A;A;B;A;D;35.0;A;B;B;C;A;E;D;D;E;A;5.0;5.0;4.0;4.0;4.0;4.0;5.0;4.0;3.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0;5.0;6.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;3.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;6.0
4925;1;10028;Fisica;1;SP;SE;30;M;2004.0;2010.0;4.0;43.6;43.1;37.5;51.5;77.0;65.0;80.0;26.0;50.0;20.0;43.7;42.9;48.3;50.0;30.0;65.0;C;C;C;C;C;B;D;D;D;C;F;A;D;D;A;A;D;F;E;A;A;A;A;D;35.0;A;A;A;G;A;A;B;E;H;A;2.0;3.0;1.0;1.0;2.0;4.0;4.0;4.0;3.0;4.0;2.0;2.0;5.0;2.0;3.0;5.0;7.0;4.0;1.0;7.0;1.0;1.0;3.0;8.0;7.0;7.0;7.0;4.0;3.0;1.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;5.0;7.0;3.0;7.0;4.0
4925;1;10028;Fisica;1;SP;SE;26;M;2008.0;2012.0;4.0;59.8;74.3;87.5;54.5;65.0;65.0;65.0;44.0;40.0;45.0;55.0;52.4;70.0;80.0;85.0;45.0;C;C;C;B;B;C;E;E;E;A;A;A;B;E;D;A;D;C;A;A;D;B;A;D;31.0;A;A;B;G;A;C;E;C;E;F;6.0;5.0;6.0;6.0;6.0;4.0;6.0;6.0;2.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;5.0;6.0;8.0;6.0;4.0;5.0;4.0;5.0;4.0;6.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0
4925;1;10028;Fisica;1;SP;SE;22;M;2013.0;2014.0;4.0;69.9;87.1;87.5;86.5;98.0;90.0;100.0;75.0;75.0;75.0;64.2;66.7;50.0;40.0;30.0;80.0;B;C;C;B;B;C;B;D;D;A;A;A;D;E;D;A;C;D;B;A;B;B;A;A;35.0;B;B;B;C;A;B;E;C;E;F;5.0;6.0;5.0;4.0;4.0;4.0;6.0;6.0;5.0;6.0;4.0;6.0;6.0;3.0;4.0;6.0;3.0;6.0;5.0;7.0;3.0;4.0;6.0;8.0;6.0;2.0;2.0;4.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;5.0;5.0;6.0;7.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;28;M;2007.0;2009.0;1.0;12.8;22.5;37.5;0.0;0.0;60.0;0.0;0.0;0.0;0.0;9.5;10.0;6.7;0.0;20.0;0.0;C;C;C;C;C;C;C;C;C;A;F;A;D;F;F;A;C;D;A;H;E;B;B;A;31.0;E;B;B;G;A;C;C;A;H;H;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;5.0;4.0;4.0;3.0;3.0;6.0;4.0;5.0;4.0;4.0;4.0;1.0;4.0;8.0;2.0;8.0;5.0;3.0;4.0;4.0;2.0;5.0;4.0;4.0;6.0;5.0;4.0;2.0;5.0;8.0;2.0;5.0
4925;1;10028;Fisica;1;SP;SE;35;M;2000.0;2012.0;4.0;32.3;37.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.5;30.0;33.3;50.0;0.0;50.0;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4925;1;10028;Fisica;1;SP;SE;29;F;2006.0;2007.0;1.0;32.6;25.4;0.0;63.5;52.0;60.0;50.0;75.0;75.0;75.0;35.0;40.0;6.7;20.0;0.0;0.0;.;.;.;.;.;.;.;.;.;A;F;A;C;D;B;E;C;E;C;A;B;F;A;A;35.0;B;A;C;B;A;C;C;E;H;I;4.0;5.0;6.0;4.0;6.0;5.0;6.0;4.0;6.0;4.0;5.0;6.0;6.0;1.0;5.0;5.0;6.0;6.0;5.0;6.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;5.0;5.0;4.0;6.0;6.0;5.0;4.0;4.0;6.0;6.0;5.0;5.0;5.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;29;M;2005.0;2008.0;4.0;47.7;79.6;75.0;86.5;94.0;70.0;100.0;79.0;95.0;75.0;37.0;40.0;20.0;0.0;30.0;30.0;C;C;C;B;B;D;B;D;C;A;D;A;D;B;B;C;B;B;A;I;E;F;A;D;35.0;A;A;B;G;B;B;E;A;H;A;5.0;4.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;4.0;4.0;5.0;8.0;8.0;6.0;4.0;4.0;5.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;6.0
4925;1;10028;Fisica;1;SP;SE;29;F;2006.0;2010.0;4.0;17.8;35.1;37.5;31.5;63.0;55.0;65.0;0.0;0.0;0.0;12.0;10.0;23.3;0.0;30.0;40.0;C;C;C;C;C;C;C;C;C;B;F;A;E;E;C;C;F;B;A;A;A;D;A;E;35.0;A;A;B;B;A;A;E;A;H;A;5.0;3.0;6.0;4.0;6.0;4.0;4.0;5.0;4.0;6.0;5.0;8.0;3.0;3.0;3.0;6.0;7.0;1.0;1.0;7.0;3.0;2.0;4.0;4.0;8.0;1.0;1.0;6.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;6.0;7.0;4.0
4925;1;10028;Fisica;1;SP;SE;32;M;2003.0;2014.0;4.0;38.0;48.9;37.5;66.0;77.0;65.0;80.0;55.0;75.0;50.0;34.3;35.0;30.0;20.0;30.0;40.0;B;C;B;B;B;C;C;D;C;A;A;A;E;B;B;F;E;D;E;A;A;B;A;D;35.0;A;A;A;C;A;C;E;E;H;A;5.0;5.0;2.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;2.0;3.0;3.0;2.0;5.0;5.0;4.0;5.0;4.0;5.0;4.0;6.0;5.0;5.0;5.0;6.0;6.0;4.0;5.0
4925;1;10028;Fisica;1;SP;SE;28;M;2006.0;2008.0;1.0;84.1;82.7;87.5;75.5;78.0;90.0;75.0;73.0;65.0;75.0;84.5;90.0;53.3;20.0;80.0;60.0;C;C;C;A;A;B;A;E;C;A;B;A;D;C;B;D;C;E;A;A;E;B;A;E;35.0;A;A;B;A;A;A;B;C;E;A;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;7.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;7.0;5.0;4.0;4.0
4925;1;10028;Fisica;1;SP;SE;26;M;2008.0;2009.0;4.0;55.5;89.9;87.5;93.5;93.0;65.0;100.0;94.0;70.0;100.0;44.0;45.0;38.3;20.0;55.0;40.0;C;D;C;B;B;C;B;D;B;A;A;A;E;E;B;C;F;D;C;A;A;A;A;A;35.0;B;A;B;C;A;E;E;C;E;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;3.0;8.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;22;M;2012.0;2013.0;4.0;55.7;89.1;87.5;91.5;87.0;75.0;90.0;96.0;80.0;100.0;44.5;45.0;41.7;70.0;45.0;10.0;B;C;D;A;B;C;E;C;D;A;A;A;C;D;D;A;D;C;B;A;A;C;A;D;35.0;A;A;F;K;A;B;D;E;E;G;4.0;5.0;3.0;3.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;7.0;2.0;6.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;28;M;2007.0;2010.0;1.0;40.9;64.1;62.5;66.5;62.0;70.0;60.0;71.0;75.0;70.0;33.2;35.0;23.3;0.0;30.0;40.0;C;D;C;B;A;B;D;D;C;A;A;A;D;D;B;D;C;B;A;A;A;C;A;A;35.0;B;A;B;K;A;B;C;A;E;C;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;8.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;27;M;2007.0;2008.0;1.0;73.1;71.4;75.0;66.0;63.0;55.0;65.0;69.0;65.0;70.0;73.7;80.0;38.3;30.0;45.0;40.0;B;B;C;A;A;B;D;C;C;A;A;A;E;E;B;C;D;C;D;A;A;C;A;A;35.0;B;A;B;G;A;B;B;E;D;G;3.0;1.0;5.0;1.0;5.0;1.0;4.0;4.0;2.0;5.0;1.0;4.0;5.0;3.0;4.0;5.0;6.0;6.0;4.0;5.0;3.0;5.0;4.0;6.0;7.0;3.0;6.0;4.0;4.0;5.0;5.0;4.0;6.0;5.0;5.0;2.0;5.0;5.0;4.0;5.0;4.0;5.0
4925;1;10028;Fisica;1;SP;SE;27;F;2007.0;2010.0;1.0;55.1;57.0;50.0;67.5;59.0;75.0;55.0;76.0;80.0;75.0;54.5;55.0;51.7;40.0;15.0;100.0;C;C;C;B;A;A;D;E;C;A;A;A;B;C;B;G;E;E;A;A;A;D;A;E;35.0;A;A;F;C;A;D;E;A;H;A;6.0;6.0;5.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;3.0;5.0;6.0;5.0;4.0;5.0;3.0;5.0;4.0;6.0;6.0;8.0;7.0;7.0;7.0;5.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;5.0;7.0;6.0;3.0;6.0
4925;1;10028;Fisica;1;SP;SE;24;M;2010.0;2011.0;4.0;70.0;67.5;62.5;75.0;79.0;75.0;80.0;71.0;75.0;70.0;70.8;75.0;46.7;30.0;70.0;40.0;.;.;.;.;.;.;.;.;.;A;A;A;D;B;B;B;C;C;C;A;A;D;A;A;35.0;B;A;F;B;A;C;B;E;H;A;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;4.0;5.0;8.0;4.0;5.0;3.0;3.0;3.0;4.0;5.0;4.0;3.0;5.0;5.0;5.0;5.0;3.0;4.0;4.0;4.0
4925;1;10028;Fisica;1;SP;SE;25;M;2010.0;2012.0;4.0;69.7;65.8;75.0;52.0;34.0;50.0;30.0;70.0;50.0;75.0;71.0;80.0;20.0;30.0;0.0;30.0;C;C;A;A;A;A;D;D;A;A;A;A;F;F;B;C;D;C;A;A;A;F;A;A;35.0;B;A;B;C;A;D;E;E;H;C;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;24;M;2010.0;2011.0;4.0;60.8;45.1;62.5;19.0;38.0;70.0;30.0;0.0;0.0;0.0;66.0;75.0;15.0;30.0;15.0;0.0;C;C;B;B;B;B;D;D;B;A;A;A;B;C;D;A;B;D;E;A;E;A;A;D;35.0;A;B;D;G;B;C;D;E;E;F;7.0;7.0;6.0;5.0;5.0;4.0;5.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;2.0;2.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;23;F;2012.0;2013.0;4.0;66.3;75.4;75.0;76.0;77.0;65.0;80.0;75.0;75.0;75.0;63.2;65.0;53.3;60.0;60.0;40.0;B;B;D;B;B;B;D;E;B;A;F;A;E;E;B;G;F;B;B;A;A;F;A;A;35.0;B;A;A;H;A;A;B;E;E;I;6.0;8.0;4.0;7.0;6.0;3.0;6.0;6.0;6.0;6.0;2.0;2.0;3.0;2.0;7.0;4.0;6.0;6.0;5.0;7.0;4.0;3.0;6.0;6.0;1.0;7.0;7.0;6.0;3.0;3.0;6.0;6.0;6.0;6.0;2.0;6.0;6.0;7.0;7.0;5.0;6.0;6.0
4925;1;10028;Fisica;1;SP;SE;23;M;2011.0;2012.0;4.0;74.2;90.4;100.0;76.0;56.0;80.0;50.0;96.0;80.0;100.0;68.8;70.0;61.7;70.0;85.0;30.0;B;C;C;B;B;C;D;C;D;A;A;A;E;F;B;C;F;B;A;A;A;B;A;A;35.0;B;A;B;C;A;A;A;E;E;C;3.0;5.0;3.0;5.0;2.0;4.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;5.0;4.0;7.0;5.0;3.0;4.0;6.0;8.0;7.0;7.0;5.0;3.0;4.0;5.0;4.0;4.0;4.0;5.0;5.0;4.0;5.0;2.0;6.0;5.0;5.0
